long_name,player,position
Stars,Brenden Morrow,LW
Stars,Steve Ott,C
Stars,Mike Ribeiro,C
Stars,Aaron Gagnon,C
Stars,Francis Wathier,LW
Stars,Vojtech Polak,LW
Stars,Mike Smith,G
Stars,Mike Ribeiro,C
Stars,Aaron Gagnon,C
Stars,Nicklas Grossman,LW
Stars,Vojtech Polak,LW
Stars,Mike Smith,G
Stars,Brad Winchester,LW
Stars,Mattias Norstrom,LW
Stars,Brad Winchester,LW
Stars,Jere Lehtinen,RW
Stars,Mattias Norstrom,D
Stars,Philippe Boucher,D
Stars,Brenden Morrow,LW
Stars,Jere Lehtinen,RW
Stars,Sergei Zubov,G
Stars,Philippe Boucher,C
Stars,Sergei Zubov,LW
Stars,Sergei Zubov,D
Stars,Joel Lundqvist,C
Stars,Sergei Zubov,LW
Stars,Jere Lehtinen,RW
Stars,Steve Ott,C
Stars,Joel Lundqvist,C
Stars,Steve Ott,C
Stars,Jere Lehtinen,RW
Stars,Joel Lundqvist,C
Stars,Fabian Brunnstrom,LW
Stars,Joel Lundqvist,C
Stars,Landon Wilson,RW
Stars,Fabian Brunnstrom,LW
Stars,Toby Petersen,RW
Stars,Landon Wilson,RW
Stars,Brad Richards,C
Stars,Warren Peters,C
Stars,Warren Peters,C
Stars,Steve Ott,C
Stars,Mike Modano,C
Stars,Jere Lehtinen,RW
Stars,Steve Ott,C
Stars,Mike Modano,C
Stars,Jere Lehtinen,RW
Stars,Brian Sutherby,C
Stars,Karlis Skrastins,RW
Stars,Karlis Skrastins,G
Stars,Trevor Daley,G
Stars,Mark Fistric,G
Stars,Trevor Daley,RW
Stars,Mark Fistric,D
Stars,Mike Ribeiro,C
Stars,Nicklas Grossman,D
Stars,Jere Lehtinen,RW
Stars,Jere Lehtinen,RW
Stars,Tom Wandell,C
Stars,Mike Ribeiro,C
Stars,Steve Ott,C
Stars,Steve Ott,C
Stars,Mark Fistric,LW
Stars,Mike Modano,C
Stars,Mike Modano,C
Stars,Mark Fistric,RW
Stars,Krystofer Barch,RW
Stars,Mark Fistric,D
Stars,Toby Petersen,RW
Stars,Toby Petersen,RW
Stars,Krystofer Barch,RW
Stars,Toby Petersen,RW
Stars,Tom Wandell,C
Stars,Jamie Benn,LW
Stars,Adam Burish,RW
Stars,Tom Wandell,C
Stars,Raymond Sawada,RW
Stars,Toby Petersen,RW
Stars,Jamie Benn,LW
Stars,Adam Burish,RW
Stars,Krystofer Barch,RW
Stars,Raymond Sawada,RW
Stars,Adam Pardy,LW
Stars,Scott Glennie,RW
Stars,Scott Glennie,RW
Stars,Adam Pardy,D
Stars,Steve Ott,C
Stars,Alex Goligoski,G
Stars,Adam Burish,RW
Stars,Steve Ott,C
Stars,Brenden Morrow,LW
Stars,Kari Lehtonen,G
Stars,Alex Goligoski,G
Stars,Brenden Morrow,LW
Stars,Tomas Vincour,RW
Stars,Adam Burish,RW
Stars,Stephane Robidas,G
Stars,Kari Lehtonen,G
Stars,Sheldon Souray,G
Stars,Stephane Robidas,C
Stars,Philip Larsen,C
Stars,Sheldon Souray,LW
Stars,Mike Ribeiro,C
Stars,Tomas Vincour,RW
Stars,Philip Larsen,G
Stars,Brenden Morrow,LW
Stars,Jamie Benn,LW
Stars,Mike Ribeiro,C
Stars,Jamie Benn,LW
Stars,Brenden Morrow,LW
Stars,Brenden Morrow,LW
Stars,Jake Dowell,C
Stars,Jake Dowell,C
Stars,Brenden Morrow,LW
Stars,Cristopher Nilstorp,G
Stars,Derek Roy,C
Stars,Ray Whitney,C
Stars,Derek Roy,C
Stars,Cristopher Nilstorp,G
Stars,Kari Lehtonen,G
Stars,Aaron Rome,D
Stars,Trevor Daley,D
Stars,Trevor Daley,D
Stars,Kari Lehtonen,G
Stars,Ray Whitney,C
Stars,Ryan Garbutt,C
Stars,Aaron Rome,C
Stars,Ryan Garbutt,C
Stars,Aaron Rome,RW
Stars,Rich Peverley,C
Stars,Kari Lehtonen,G
Stars,Aaron Rome,LW
Stars,Kari Lehtonen,G
Stars,Aaron Rome,C
Stars,Scott Glennie,RW
Stars,Ray Whitney,C
Stars,Ray Whitney,LW
Stars,Stephane Robidas,LW
Stars,Aaron Rome,D
Stars,Trevor Daley,G
Stars,Aaron Rome,RW
Stars,Vernon Fiddler,LW
Stars,Aaron Rome,C
Stars,Vernon Fiddler,LW
Stars,Sergei Gonchar,D
Stars,Aaron Rome,D
Stars,Sergei Gonchar,G
Stars,Trevor Daley,LW
Stars,Rich Peverley,C
Stars,Sergei Gonchar,LW
Stars,Patrik Nemeth,C
Stars,Valeri Nichushkin,RW
Stars,Sergei Gonchar,RW
Stars,Valeri Nichushkin,RW
Stars,Valeri Nichushkin,RW
Stars,Valeri Nichushkin,RW
Stars,Patrick Eaves,RW
Stars,Shawn Horcoff,C
Stars,Patrick Eaves,RW
Stars,Brett Ritchie,RW
Stars,Travis Moen,LW
Stars,Patrick Eaves,RW
Stars,Tyler Seguin,C
Stars,Travis Moen,LW
Stars,Travis Moen,LW
Stars,Patrick Eaves,RW
Stars,Patrik Nemeth,C
Stars,Tyler Seguin,C
Stars,Travis Moen,LW
Stars,Travis Moen,LW
Stars,Valeri Nichushkin,RW
Stars,Brett Ritchie,RW
Stars,Jack Campbell,LW
Stars,Patrick Eaves,RW
Stars,Curtis McKenzie,C
Stars,Travis Moen,LW
Stars,Travis Moen,LW
Stars,Jack Campbell,LW
Stars,Patrick Eaves,RW
Stars,Curtis McKenzie,D
Stars,Travis Moen,LW
Stars,Kari Lehtonen,G
Stars,Kari Lehtonen,G
Stars,Brett Ritchie,RW
Stars,Ales Hemsky,RW
Stars,Ales Hemsky,RW
Stars,Jordie Benn,RW
Stars,Jordie Benn,G
Stars,Jason Spezza,LW
Stars,Travis Moen,LW
Stars,Jason Spezza,LW
Stars,Travis Moen,LW
Stars,Ales Hemsky,RW
Stars,Cody Eakin,C
Stars,Mattias Janmark-Nylen,C
Stars,Patrick Sharp,LW
Stars,Ales Hemsky,RW
Stars,Ales Hemsky,RW
Stars,Jiri Hudler,RW
Stars,Cody Eakin,C
Stars,Patrick Sharp,LW
Stars,Johnny Oduya,G
Stars,Patrick Sharp,LW
Stars,Julius Honka,RW
Stars,Jiri Hudler,RW
Stars,Johnny Oduya,D
Stars,Julius Honka,D
Stars,Patrick Sharp,LW
Stars,Jamie Benn,LW
Stars,Antoine Roussel,LW
Stars,Jamie Oleksiak,LW
Stars,Jamie Benn,LW
Stars,Johnny Oduya,RW
Stars,Jason Spezza,LW
Stars,Jamie Oleksiak,C
Stars,Jason Spezza,LW
Stars,Adam Cracknell,RW
Stars,Adam Cracknell,RW
Stars,Johnny Oduya,C
Stars,Ales Hemsky,RW
Stars,Adam Cracknell,RW
Stars,Mattias Norstrom,D
Stars,Krystofer Barch,RW
Stars,Eric Lindros,C
Stars,Mattias Norstrom,D
Stars,Jeff Halpern,C
Stars,Chris Conner,RW
Stars,Ladislav Nagy,LW
Stars,Stephane Robidas,G
Stars,Darryl Sydor,C
Stars,Jere Lehtinen,RW
Stars,Jussi Jokinen,LW
Stars,Sergei Zubov,RW
Stars,Mattias Norstrom,D
Stars,Jere Lehtinen,RW
Stars,Antti Miettinen,RW
Stars,Antti Miettinen,RW
Stars,Mattias Norstrom,RW
Stars,Jussi Jokinen,LW
Stars,Sergei Zubov,RW
Stars,Sergei Zubov,G
Stars,Sergei Zubov,C
Stars,Marty Turco,G
Stars,Stu Barnes,C
Stars,Jeff Halpern,C
Stars,Matt Niskanen,C
Stars,Philippe Boucher,C
Stars,Matt Niskanen,G
Stars,Philippe Boucher,C
Stars,Stu Barnes,C
Stars,Jere Lehtinen,RW
Stars,Brent Krahn,G
Stars,Jere Lehtinen,RW
Stars,Doug Janik,LW
Stars,Steve Ott,C
Stars,Joel Lundqvist,C
Stars,Brad Richards,C
Stars,Brenden Morrow,LW
Stars,Brenden Morrow,LW
Stars,Stephane Robidas,D
Stars,Joel Lundqvist,C
Stars,Fabian Brunnstrom,LW
Stars,Landon Wilson,RW
Stars,Landon Wilson,RW
Stars,Darryl Sydor,LW
Stars,Sergei Zubov,D
Stars,Jere Lehtinen,RW
Stars,Fabian Brunnstrom,LW
Stars,Mark Parrish,RW
Stars,Brian Sutherby,C
Stars,Steve Begin,C
Stars,Trevor Daley,C
Stars,Krystofer Barch,RW
Stars,Mark Fistric,RW
Stars,Stephane Robidas,LW
Stars,Marty Turco,G
Stars,Trevor Daley,LW
Stars,Jere Lehtinen,RW
Stars,Mike Modano,C
Stars,Steve Ott,C
Stars,Jere Lehtinen,RW
Stars,Brad Richards,C
Stars,Matt Niskanen,G
Stars,James Neal,LW
Stars,Fabian Brunnstrom,LW
Stars,Jere Lehtinen,RW
Stars,Brian Sutherby,C
Stars,Brian Sutherby,C
Stars,Trevor Daley,LW
Stars,Mark Fistric,C
Stars,Jere Lehtinen,RW
Stars,Brenden Morrow,LW
Stars,Jere Lehtinen,RW
Stars,Tom Wandell,C
Stars,Brian Sutherby,C
Stars,Mike Modano,C
Stars,Steve Ott,C
Stars,Mark Fistric,RW
Stars,Jere Lehtinen,RW
Stars,Nicklas Grossman,C
Stars,Krystofer Barch,RW
Stars,Brenden Morrow,LW
Stars,Jamie Benn,LW
Stars,Mark Fistric,G
Stars,Krystofer Barch,RW
Stars,Toby Petersen,RW
Stars,Kari Lehtonen,G
Stars,Karlis Skrastins,D
Stars,Karlis Skrastins,LW
Stars,Matt Niskanen,G
Stars,Jeff Woywitka,RW
Stars,Brian Sutherby,C
Stars,Jamie Benn,LW
Stars,Tom Wandell,C
Stars,Travis Morin,C
Stars,Raymond Sawada,RW
Stars,Krystofer Barch,RW
Stars,Matt Niskanen,G
Stars,Brad Richards,C
Stars,Nicklas Grossman,G
Stars,Adam Burish,RW
Stars,Krystofer Barch,RW
Stars,Jamie Langenbrunner,RW
Stars,Adam Burish,RW
Stars,Loui Eriksson,RW
Stars,Nicklas Grossman,D
Stars,Karlis Skrastins,G
Stars,Brian Sutherby,C
Stars,Mark Fistric,G
Stars,Nicklas Grossman,C
Stars,Adam Burish,RW
Stars,Steve Ott,C
Stars,Alex Goligoski,RW
Stars,Krystofer Barch,RW
Stars,Trevor Daley,D
Stars,Tomas Vincour,RW
Stars,Philip Larsen,RW
Stars,Stephane Robidas,RW
Stars,Sheldon Souray,C
Stars,Philip Larsen,LW
Stars,Mike Ribeiro,C
Stars,Jamie Benn,LW
Stars,Sheldon Souray,LW
Stars,Jamie Benn,LW
Stars,Sheldon Souray,G
Stars,Steve Ott,C
Stars,Radek Dvorak,RW
Stars,Mark Fistric,G
Stars,Radek Dvorak,RW
Stars,Eric Nystrom,LW
Stars,Aaron Rome,D
Stars,Jaromir Jagr,RW
Stars,Derek Roy,C
Stars,Jaromir Jagr,RW
Stars,Trevor Daley,LW
Stars,Philip Larsen,LW
Stars,Brenden Morrow,LW
Stars,Jamie Benn,LW
Stars,Ryan Garbutt,C
Stars,Lane MacDermid,LW
Stars,Kari Lehtonen,G
Stars,Alex Chiasson,RW
Stars,Trevor Daley,G
Stars,Rich Peverley,C
Stars,Scott Glennie,RW
Stars,Tyler Seguin,C
Stars,Ryan Garbutt,C
Stars,Vernon Fiddler,LW
Stars,Aaron Rome,LW
Stars,Sergei Gonchar,D
Stars,Aaron Rome,LW
Stars,Aaron Rome,LW
Stars,Brenden Dillon,G
Stars,Rich Peverley,C
Stars,Kari Lehtonen,G
Stars,Rich Peverley,C
Stars,Cody Eakin,C
Stars,Shawn Horcoff,C
Stars,Erik Cole,LW
Stars,Ray Whitney,D
Stars,Brenden Dillon,C
Stars,Patrik Nemeth,RW
Stars,Valeri Nichushkin,RW
Stars,Cody Eakin,C
Stars,Patrick Eaves,RW
Stars,Ryan Garbutt,C
Stars,Travis Moen,LW
Stars,Vernon Fiddler,LW
Stars,Erik Cole,LW
Stars,Travis Moen,LW
Stars,Ales Hemsky,RW
Stars,Trevor Daley,LW
Stars,John Klingberg,LW
Stars,Jordie Benn,D
Stars,Ales Hemsky,RW
Stars,Antoine Roussel,LW
Stars,Jyrki Jokipakka,RW
Stars,Travis Moen,LW
Stars,Jason Demers,RW
Stars,Jason Demers,LW
Stars,Valeri Nichushkin,RW
Stars,Jordie Benn,D
Stars,Colton Sceviour,RW
Stars,Jordie Benn,G
Stars,Patrick Sharp,LW
Stars,John Klingberg,G
Stars,Jason Demers,G
Stars,Mattias Janmark-Nylen,C
Stars,Tyler Seguin,C
Stars,Kris Russell,C
Stars,Brett Ritchie,RW
Stars,Brett Ritchie,RW
Stars,Mattias Janmark-Nylen,C
Stars,Tyler Seguin,C
Stars,Patrick Eaves,RW
Stars,Travis Moen,LW
Stars,Mattias Janmark-Nylen,C
Stars,Tyler Seguin,C
Stars,Jamie Oleksiak,LW
Stars,Patrick Eaves,RW
Stars,Jason Spezza,LW
Stars,Ales Hemsky,RW
Stars,Jason Spezza,LW
Stars,Julius Honka,D
Stars,Curtis McKenzie,D
Stars,Johnny Oduya,LW
Stars,Stephen Johns,RW
Stars,Jamie Benn,LW
Stars,Radek Faksa,C
Stars,Antoine Roussel,LW
Sabres,Tim Connolly,C
Sabres,Teppo Numminen,RW
Sabres,Paul Gaustad,C
Sabres,Paul Gaustad,C
Sabres,Jochen Hecht,LW
Sabres,Craig Rivet,G
Sabres,Paul Gaustad,C
Sabres,Craig Rivet,D
Sabres,Jochen Hecht,LW
Sabres,Ales Kotalik,RW
Sabres,Craig Rivet,C
Sabres,Patrick Kaleta,RW
Sabres,Paul Gaustad,C
Sabres,Nathan Gerbe,C
Sabres,Paul Gaustad,C
Sabres,Craig Rivet,RW
Sabres,Andrej Sekera,RW
Sabres,Teppo Numminen,C
Sabres,Henrik Tallinder,C
Sabres,Teppo Numminen,LW
Sabres,Andrej Sekera,G
Sabres,Ryan Miller,G
Sabres,Henrik Tallinder,G
Sabres,Ryan Miller,G
Sabres,Andrej Sekera,C
Sabres,Adam Mair,RW
Sabres,Andrej Sekera,D
Sabres,Toni Lydman,D
Sabres,Mike Grier,RW
Sabres,Chris Butler,G
Sabres,Paul Gaustad,C
Sabres,Chris Butler,RW
Sabres,Ryan Miller,G
Sabres,Rob Niedermayer,RW
Sabres,Drew Stafford,RW
Sabres,Tim Connolly,C
Sabres,Rob Niedermayer,RW
Sabres,Tim Connolly,C
Sabres,Derek Roy,C
Sabres,Tim Connolly,C
Sabres,Shaone Morrisonn,D
Sabres,Tim Connolly,C
Sabres,Patrick Kaleta,RW
Sabres,Tim Connolly,C
Sabres,Tim Connolly,C
Sabres,Patrick Kaleta,RW
Sabres,Derek Roy,C
Sabres,Jochen Hecht,LW
Sabres,Tyler Ennis,D
Sabres,Mike Weber,D
Sabres,Tyler Myers,RW
Sabres,Jochen Hecht,LW
Sabres,Brad Boyes,RW
Sabres,Ryan Miller,G
Sabres,Cody McCormick,RW
Sabres,Ryan Miller,G
Sabres,Tyler Ennis,G
Sabres,Jordan Leopold,LW
Sabres,Cody McCormick,RW
Sabres,Patrick Kaleta,RW
Sabres,Jordan Leopold,RW
Sabres,Paul Gaustad,C
Sabres,Nathan Gerbe,C
Sabres,Mike Weber,G
Sabres,Paul Gaustad,C
Sabres,Ville Leino,LW
Sabres,Colin Stuart,G
Sabres,Corey Tropp,RW
Sabres,Patrick Kaleta,RW
Sabres,Brad Boyes,RW
Sabres,Andrej Sekera,D
Sabres,Nathan Gerbe,C
Sabres,Tyler Ennis,D
Sabres,Tyler Myers,D
Sabres,Ville Leino,LW
Sabres,Christian Ehrhoff,G
Sabres,Brayden McNabb,LW
Sabres,Andrej Sekera,D
Sabres,Jochen Hecht,LW
Sabres,Christian Ehrhoff,D
Sabres,Tyler Ennis,LW
Sabres,Brayden McNabb,LW
Sabres,T.J. Brennan,D
Sabres,Cody McCormick,RW
Sabres,Nathan Gerbe,C
Sabres,Ville Leino,LW
Sabres,Nathan Gerbe,C
Sabres,Robyn Regehr,LW
Sabres,Cody McCormick,RW
Sabres,Patrick Kaleta,RW
Sabres,Patrick Kaleta,RW
Sabres,Robyn Regehr,LW
Sabres,Alexander Sulzer,D
Sabres,Jordan Leopold,RW
Sabres,Jordan Leopold,RW
Sabres,Ville Leino,LW
Sabres,Marcus Foligno,LW
Sabres,Corey Tropp,RW
Sabres,Nikita Zadorov,G
Sabres,Ville Leino,LW
Sabres,Henrik Tallinder,G
Sabres,Marcus Foligno,LW
Sabres,Henrik Tallinder,C
Sabres,Cody McCormick,RW
Sabres,Nikita Zadorov,G
Sabres,Cody McCormick,RW
Sabres,Mike Weber,C
Sabres,Ville Leino,LW
Sabres,Corey Tropp,RW
Sabres,Mike Weber,LW
Sabres,Cody McCormick,RW
Sabres,Cody McCormick,RW
Sabres,Cody McCormick,RW
Sabres,Alexander Sulzer,C
Sabres,Kevin Porter,LW
Sabres,Cody Hodgson,C
Sabres,Henrik Tallinder,LW
Sabres,Drew Stafford,RW
Sabres,Cody Hodgson,C
Sabres,Drew Stafford,RW
Sabres,Matt D'Agostini,RW
Sabres,Henrik Tallinder,C
Sabres,Kevin Porter,D
Sabres,Drew Stafford,RW
Sabres,Matt D'Agostini,RW
Sabres,Matt Moulson,LW
Sabres,Drew Stafford,RW
Sabres,Cody McCormick,RW
Sabres,Matt Moulson,LW
Sabres,Johan Larsson,G
Sabres,Mark Pysyk,LW
Sabres,Matt Hackett,G
Sabres,Patrick Kaleta,RW
Sabres,Johan Larsson,D
Sabres,Jake McCabe,D
Sabres,Mark Pysyk,G
Sabres,Patrick Kaleta,RW
Sabres,Josh Gorges,C
Sabres,Cody McCormick,RW
Sabres,Josh Gorges,G
Sabres,Cody McCormick,RW
Sabres,Mike Weber,C
Sabres,Tyson Strachan,G
Sabres,Cody McCormick,RW
Sabres,Torrey Mitchell,C
Sabres,Marcus Foligno,LW
Sabres,Cody McCormick,RW
Sabres,Mike Weber,G
Sabres,Tyler Myers,D
Sabres,Matt Hackett,G
Sabres,Tyson Strachan,C
Sabres,Tyler Myers,C
Sabres,Cody McCormick,RW
Sabres,Brian Gionta,RW
Sabres,Torrey Mitchell,C
Sabres,Brian Gionta,RW
Sabres,Marcus Foligno,LW
Sabres,Josh Gorges,RW
Sabres,Patrick Kaleta,RW
Sabres,Zemgus Girgensons,C
Sabres,Patrick Kaleta,RW
Sabres,Josh Gorges,LW
Sabres,Zach Bogosian,RW
Sabres,Bobby Sanguinetti,LW
Sabres,Brendan Guhle,D
Sabres,Josh Gorges,RW
Sabres,Robin Lehner,G
Sabres,Linus Ullmark,G
Sabres,Brendan Guhle,G
Sabres,Bobby Sanguinetti,C
Sabres,Evander Kane,LW
Sabres,Mike Weber,C
Sabres,Zach Bogosian,D
Sabres,Evander Kane,LW
Sabres,Zemgus Girgensons,C
Sabres,Mark Pysyk,D
Sabres,Tyler Ennis,G
Sabres,Zemgus Girgensons,C
Sabres,Tyler Ennis,D
Sabres,Mike Weber,RW
Sabres,Tyler Ennis,G
Sabres,Nicolas Deslauriers,D
Sabres,Tyler Ennis,G
Sabres,Mark Pysyk,LW
Sabres,Robin Lehner,G
Sabres,Zemgus Girgensons,C
Sabres,Sam Reinhart,C
Sabres,Zemgus Girgensons,C
Sabres,Nicolas Deslauriers,D
Sabres,Sam Reinhart,C
Sabres,Zemgus Girgensons,C
Sabres,Daniel Catenacci,C
Sabres,Zemgus Girgensons,C
Sabres,Daniel Catenacci,C
Sabres,Ryan O'Reilly,C
Sabres,Ryan O'Reilly,C
Sabres,Jack Eichel,C
Sabres,Evander Kane,LW
Sabres,Nicolas Deslauriers,RW
Sabres,Evander Kane,LW
Sabres,Tyler Ennis,RW
Sabres,Jack Eichel,C
Sabres,Dmitry Kulikov,C
Sabres,Dmitry Kulikov,G
Sabres,Nicolas Deslauriers,C
Sabres,Taylor Fedun,LW
Sabres,Taylor Fedun,RW
Sabres,Ryan O'Reilly,RW
Sabres,Dmitry Kulikov,G
Sabres,Johan Larsson,G
Sabres,Tyler Ennis,RW
Sabres,Josh Gorges,LW
Sabres,Dmitry Kulikov,G
Sabres,Josh Gorges,G
Sabres,William Carrier,LW
Sabres,Zach Bogosian,G
Sabres,Zemgus Girgensons,C
Sabres,Zach Bogosian,D
Sabres,Derek Grant,C
Sabres,Derek Grant,RW
Sabres,Zemgus Girgensons,C
Sabres,Andrew Peters,LW
Sabres,Toni Lydman,G
Sabres,Daniel Paille,LW
Sabres,Teppo Numminen,G
Sabres,Ales Kotalik,RW
Sabres,Jaroslav Spacek,D
Sabres,Dmitri Kalinin,C
Sabres,Jaroslav Spacek,G
Sabres,Nolan Pratt,RW
Sabres,Adam Mair,RW
Sabres,Tim Connolly,C
Sabres,Drew Stafford,RW
Sabres,Henrik Tallinder,RW
Sabres,Drew Stafford,RW
Sabres,Maxim Afinogenov,RW
Sabres,Daniel Paille,LW
Sabres,Derek Roy,C
Sabres,Tim Connolly,C
Sabres,Jaroslav Spacek,C
Sabres,Drew Stafford,RW
Sabres,Drew Stafford,RW
Sabres,Tim Connolly,C
Sabres,Jochen Hecht,LW
Sabres,Michael Ryan,LW
Sabres,Henrik Tallinder,C
Sabres,Tim Connolly,C
Sabres,Dmitri Kalinin,LW
Sabres,Jaroslav Spacek,D
Sabres,Tim Connolly,C
Sabres,Nathan Paetsch,C
Sabres,Nolan Pratt,RW
Sabres,Tim Connolly,C
Sabres,Henrik Tallinder,RW
Sabres,Tim Connolly,C
Sabres,Ales Kotalik,RW
Sabres,Craig Rivet,LW
Sabres,Patrick Kaleta,RW
Sabres,Andrew Peters,LW
Sabres,Nathan Gerbe,C
Sabres,Patrick Kaleta,RW
Sabres,Maxim Afinogenov,RW
Sabres,Teppo Numminen,D
Sabres,Adam Mair,RW
Sabres,Jaroslav Spacek,C
Sabres,Jochen Hecht,LW
Sabres,Paul Gaustad,C
Sabres,Thomas Vanek,LW
Sabres,Adam Mair,RW
Sabres,Teppo Numminen,RW
Sabres,Patrick Lalime,G
Sabres,Patrick Kaleta,RW
Sabres,Patrick Kaleta,RW
Sabres,Toni Lydman,LW
Sabres,Thomas Vanek,LW
Sabres,Matt Ellis,D
Sabres,Toni Lydman,LW
Sabres,Patrick Lalime,G
Sabres,Mike Grier,RW
Sabres,Drew Stafford,RW
Sabres,Drew Stafford,RW
Sabres,Craig Rivet,RW
Sabres,Paul Gaustad,C
Sabres,Chris Butler,G
Sabres,Nathan Gerbe,C
Sabres,Patrick Kaleta,RW
Sabres,Thomas Vanek,LW
Sabres,Patrick Kaleta,RW
Sabres,Derek Roy,C
Sabres,Patrick Kaleta,RW
Sabres,Patrick Kaleta,RW
Sabres,Steve Montador,RW
Sabres,Paul Gaustad,C
Sabres,Drew Stafford,RW
Sabres,Raffi Torres,LW
Sabres,Patrick Kaleta,RW
Sabres,Tim Connolly,C
Sabres,Thomas Vanek,LW
Sabres,Thomas Vanek,LW
Sabres,Jochen Hecht,LW
Sabres,Drew Stafford,RW
Sabres,Thomas Vanek,LW
Sabres,Matt Ellis,D
Sabres,Marc-Andre Gragnani,LW
Sabres,Craig Rivet,D
Sabres,Jason Pominville,RW
Sabres,Shaone Morrisonn,C
Sabres,Craig Rivet,LW
Sabres,Andrej Sekera,D
Sabres,Nathan Gerbe,C
Sabres,Ryan Miller,G
Sabres,Drew Stafford,RW
Sabres,Patrick Kaleta,RW
Sabres,Ryan Miller,G
Sabres,Rob Niedermayer,RW
Sabres,Tim Connolly,C
Sabres,Drew Stafford,RW
Sabres,Shaone Morrisonn,G
Sabres,Tim Connolly,C
Sabres,Patrick Kaleta,RW
Sabres,Drew Stafford,RW
Sabres,Steve Montador,G
Sabres,Jordan Leopold,LW
Sabres,Mike Grier,RW
Sabres,Patrick Kaleta,RW
Sabres,Patrick Lalime,G
Sabres,Chris Butler,G
Sabres,Drew Stafford,RW
Sabres,Paul Gaustad,C
Sabres,Jochen Hecht,LW
Sabres,Steve Montador,G
Sabres,Jordan Leopold,LW
Sabres,Mike Grier,RW
Sabres,Jochen Hecht,LW
Sabres,Ryan Miller,G
Sabres,Patrick Lalime,G
Sabres,Andrej Sekera,G
Sabres,Shaone Morrisonn,G
Sabres,Jason Pominville,RW
Sabres,Jochen Hecht,LW
Sabres,Tyler Ennis,G
Sabres,Ryan Miller,G
Sabres,Cody McCormick,RW
Sabres,Tyler Myers,D
Sabres,Patrick Kaleta,RW
Sabres,Robyn Regehr,D
Sabres,Jordan Leopold,C
Sabres,Nathan Gerbe,C
Sabres,Patrick Kaleta,RW
Sabres,Paul Gaustad,C
Sabres,Paul Gaustad,C
Sabres,Nathan Gerbe,C
Sabres,Corey Tropp,RW
Sabres,Jochen Hecht,LW
Sabres,Ville Leino,LW
Sabres,Tyler Ennis,RW
Sabres,Andrej Sekera,C
Sabres,Christian Ehrhoff,RW
Sabres,Derek Roy,C
Sabres,Brayden McNabb,G
Sabres,Robyn Regehr,LW
Sabres,Paul Gaustad,C
Sabres,Thomas Vanek,LW
Sabres,Cody McCormick,RW
Sabres,Robyn Regehr,LW
Sabres,Robyn Regehr,RW
Sabres,Matt Ellis,LW
Sabres,Patrick Kaleta,RW
Sabres,Thomas Vanek,LW
Sabres,Nathan Gerbe,C
Sabres,Patrick Kaleta,RW
Sabres,Christian Ehrhoff,D
Sabres,Mike Weber,D
Sabres,Tyler Myers,D
Sabres,Ville Leino,LW
Sabres,Robyn Regehr,D
Sabres,Patrick Kaleta,RW
Sabres,Andrej Sekera,RW
Sabres,Andrej Sekera,D
Sabres,Jordan Leopold,G
Sabres,Thomas Vanek,LW
Sabres,Tyler Ennis,G
Sabres,Andrej Sekera,C
Sabres,Thomas Vanek,LW
Sabres,Thomas Vanek,LW
Sabres,Thomas Vanek,LW
Sabres,Ville Leino,LW
Sabres,Tyler Myers,LW
Sabres,Patrick Kaleta,RW
Sabres,Joel Armia,RW
Sabres,Henrik Tallinder,D
Sabres,Ryan Miller,G
Sabres,Zemgus Girgensons,C
Sabres,Christian Ehrhoff,D
Sabres,Cody Hodgson,C
Sabres,Cody McCormick,RW
Sabres,Cody Hodgson,C
Sabres,Henrik Tallinder,LW
Sabres,Ville Leino,LW
Sabres,Drew Stafford,RW
Sabres,Matt D'Agostini,RW
Sabres,Mark Pysyk,D
Sabres,Drew Stafford,RW
Sabres,Matt Moulson,LW
Sabres,Tyler Myers,G
Sabres,Zenon Konopka,C
Sabres,Tyler Ennis,LW
Sabres,Chris Stewart,D
Sabres,Torrey Mitchell,C
Sabres,Zemgus Girgensons,C
Sabres,Alexander Sulzer,D
Sabres,Alexander Sulzer,LW
Sabres,Tyler Myers,C
Sabres,Michal Neuvirth,G
Sabres,Jhonas Enroth,G
Sabres,Zenon Konopka,C
Sabres,Tyler Myers,RW
Sabres,Ville Leino,LW
Sabres,Henrik Tallinder,C
Sabres,Marcus Foligno,LW
Sabres,Chad Ruhwedel,C
Sabres,Nathan Lieuwen,G
Sabres,Chris Stewart,LW
Sabres,Matt Hackett,G
Sabres,Marcus Foligno,LW
Sabres,Josh Gorges,C
Sabres,Michal Neuvirth,G
Sabres,Cody McCormick,RW
Sabres,Tyler Myers,C
Sabres,Andrej Meszaros,G
Sabres,Drew Stafford,RW
Sabres,Tyson Strachan,C
Sabres,Cody McCormick,RW
Sabres,Josh Gorges,D
Sabres,Torrey Mitchell,C
Sabres,Tyler Myers,D
Sabres,Brian Gionta,RW
Sabres,Mike Weber,RW
Sabres,Michal Neuvirth,G
Sabres,Josh Gorges,D
Sabres,Patrick Kaleta,RW
Sabres,Mike Weber,LW
Sabres,Tyler Ennis,RW
Sabres,Chad Johnson,C
Sabres,Andrej Meszaros,RW
Sabres,Zach Bogosian,D
Sabres,Andrej Meszaros,G
Sabres,Jerry D'Amigo,RW
Sabres,Tyler Ennis,LW
Sabres,Andre Benoit,RW
Sabres,Brian Gionta,RW
Sabres,Marcus Foligno,LW
